Day,Date,Grand Sales,Special Note,High Temp,Low Temp,Flavor,Made,Used,Waste,Usage_Efficiency,Waste_Percentage
Tuesday,9/24/24,15470.38,None,80,62,FW/WT,6,4,2,0.666666667,0.333333333
Tuesday,9/24/24,15470.38,None,80,62,Lemon,2,2,0,1,0
Tuesday,9/24/24,15470.38,None,80,62,Extras,34,27,7,0.794117647,0.205882353
Wednesday,9/25/24,15179.91,None,77,61,BBC,3,2.5,0.5,0.833333333,0.166666667
Wednesday,9/25/24,15179.91,None,77,61,WC,18,14,4,0.777777778,0.222222222
Wednesday,9/25/24,15179.91,None,77,61,MT,15,5,10,0.333333333,0.666666667
Wednesday,9/25/24,15179.91,None,77,61,ST,5,3,2,0.6,0.4
Wednesday,9/25/24,15179.91,None,77,61,FW/WT,5,4,1,0.8,0.2
Wednesday,9/25/24,15179.91,None,77,61,Lemon,2,1.5,0.5,0.75,0.25
Wednesday,9/25/24,15179.91,None,77,61,Extras,34,26,8,0.764705882,0.235294118
Thursday,9/26/24,17455.95,None,78,62,BBC,4,4,0,1,0
Thursday,9/26/24,17455.95,None,78,62,WC,20,17,3,0.85,0.15
Thursday,9/26/24,17455.95,None,78,62,MT,18,6,12,0.333333333,0.666666667
Thursday,9/26/24,17455.95,None,78,62,ST,6,6,0,1,0
Thursday,9/26/24,17455.95,None,78,62,FW/WT,5,4,1,0.8,0.2
Thursday,9/26/24,17455.95,None,78,62,Lemon,2,1.5,0.5,0.75,0.25
Thursday,9/26/24,17455.95,None,78,62,Extras,35,28,7,0.8,0.2
Friday,9/27/24,24421.83,None,77,58,BBC,4,2,2,0.5,0.5
Friday,9/27/24,24421.83,None,77,58,WC,22,15,7,0.681818182,0.318181818
Friday,9/27/24,24421.83,None,77,58,MT,20,5,15,0.25,0.75
Friday,9/27/24,24421.83,None,77,58,ST,12,5,7,0.416666667,0.583333333
Friday,9/27/24,24421.83,None,77,58,FW/WT,5,2,3,0.4,0.6
Friday,9/27/24,24421.83,None,77,58,Lemon,2,2,0,1,0
Friday,9/27/24,24421.83,None,77,58,Extras,52,47,5,0.903846154,0.096153846
Saturday,9/28/24,30607.23,None,79,57,BBC,4,4,0,1,0
Saturday,9/28/24,30607.23,None,79,57,WC,27,24,3,0.888888889,0.111111111
Saturday,9/28/24,30607.23,None,79,57,MT,20,13,7,0.65,0.35
Saturday,9/28/24,30607.23,None,79,57,ST,13,7,6,0.538461538,0.461538462
Saturday,9/28/24,30607.23,None,79,57,FW/WT,7,7,0,1,0
Saturday,9/28/24,30607.23,None,79,57,Lemon,2,2,0,1,0
Saturday,9/28/24,30607.23,None,79,57,Extras,71,68,3,0.957746479,0.042253521
Sunday,9/29/24,28512.64,None,81,57,BBC,4,3.5,0.5,0.875,0.125
Sunday,9/29/24,28512.64,None,81,57,WC,30,25,5,0.833333333,0.166666667
Sunday,9/29/24,28512.64,None,81,57,MT,19,8,11,0.421052632,0.578947368
Sunday,9/29/24,28512.64,None,81,57,ST,13,9,4,0.692307692,0.307692308
Sunday,9/29/24,28512.64,None,81,57,FW/WT,8,5,3,0.625,0.375
Sunday,9/29/24,28512.64,None,81,57,Lemon,2,2,0,1,0
Sunday,9/29/24,28512.64,None,81,57,Extras,71,57,14,0.802816901,0.197183099
Monday,9/30/24,15924.57,None,82,56,BBC,2.5,2,0.5,0.8,0.2
Monday,9/30/24,15924.57,None,82,56,WC,17,12,5,0.705882353,0.294117647
Monday,9/30/24,15924.57,None,82,56,MT,19,8,11,0.421052632,0.578947368
Monday,9/30/24,15924.57,None,82,56,ST,6,4,2,0.666666667,0.333333333
Monday,9/30/24,15924.57,None,82,56,FW/WT,5,5,0,1,0
Monday,9/30/24,15924.57,None,82,56,Lemon,2,1.5,0.5,0.75,0.25
Monday,9/30/24,15924.57,None,82,56,Extras,32,26,6,0.8125,0.1875
Tuesday,10/1/24,14460.26,None,85,59,BBC,2,2,0,1,0
Tuesday,10/1/24,14460.26,None,85,59,WC,21,16,5,0.761904762,0.238095238
Tuesday,10/1/24,14460.26,None,85,59,MT,15,6,9,0.4,0.6
Tuesday,10/1/24,14460.26,None,85,59,ST,6,4,2,0.666666667,0.333333333
Tuesday,10/1/24,14460.26,None,85,59,FW/WT,4,3,1,0.75,0.25
Tuesday,10/1/24,14460.26,None,85,59,Lemon,2,1.5,0.5,0.75,0.25
Tuesday,10/1/24,14460.26,None,85,59,Extras,34,33,1,0.970588235,0.029411765
Wednesday,10/2/24,15283.27,None,87,60,BBC,2,2,0,1,0
Wednesday,10/2/24,15283.27,None,87,60,WC,17,16,1,0.941176471,0.058823529
Wednesday,10/2/24,15283.27,None,87,60,MT,17,6,11,0.352941176,0.647058824
Wednesday,10/2/24,15283.27,None,87,60,ST,6,5,1,0.833333333,0.166666667
Wednesday,10/2/24,15283.27,None,87,60,FW/WT,4,4,0,1,0
Wednesday,10/2/24,15283.27,None,87,60,Lemon,2,1.5,0.5,0.75,0.25
Wednesday,10/2/24,15283.27,None,87,60,Extras,34,30,4,0.882352941,0.117647059
Thursday,10/3/24,15287.67,None,83,61,BBC,3,2,1,0.666666667,0.333333333
Thursday,10/3/24,15287.67,None,83,61,WC,19,13,6,0.684210526,0.315789474
Thursday,10/3/24,15287.67,None,83,61,MT,19,9,10,0.473684211,0.526315789
Thursday,10/3/24,15287.67,None,83,61,ST,7,7,0,1,0
Thursday,10/3/24,15287.67,None,83,61,FW/WT,4,2,2,0.5,0.5
Thursday,10/3/24,15287.67,None,83,61,Lemon,2,1.5,0.5,0.75,0.25
Thursday,10/3/24,15287.67,None,83,61,Extras,35,31,4,0.885714286,0.114285714
Friday,10/4/24,26667.78,None,80,62,BBC,3,3,0,1,0
Friday,10/4/24,26667.78,None,80,62,WC,26,23,3,0.884615385,0.115384615
Friday,10/4/24,26667.78,None,80,62,MT,18,12,6,0.666666667,0.333333333
Friday,10/4/24,26667.78,None,80,62,ST,12,7,5,0.583333333,0.416666667
Friday,10/4/24,26667.78,None,80,62,FW/WT,6,5,1,0.833333333,0.166666667
Friday,10/4/24,26667.78,None,80,62,Lemon,2,2,0,1,0
Friday,10/4/24,26667.78,None,80,62,Extras,56,51,5,0.910714286,0.089285714
Saturday,10/5/24,32457.18,None,87,62,BBC,4,4,0,1,0
Saturday,10/5/24,32457.18,None,87,62,WC,27,20,7,0.740740741,0.259259259
Saturday,10/5/24,32457.18,None,87,62,MT,18,12,6,0.666666667,0.333333333
Saturday,10/5/24,32457.18,None,87,62,ST,13,9,4,0.692307692,0.307692308
Saturday,10/5/24,32457.18,None,87,62,FW/WT,8,6,2,0.75,0.25
Saturday,10/5/24,32457.18,None,87,62,Lemon,2,2,0,1,0
Saturday,10/5/24,32457.18,None,87,62,Extras,76,66,10,0.868421053,0.131578947
Sunday,10/6/24,31468.98,None,86,61,BBC,4,3,1,0.75,0.25
Sunday,10/6/24,31468.98,None,86,61,WC,27,24,3,0.888888889,0.111111111
Sunday,10/6/24,31468.98,None,86,61,MT,17,10,7,0.588235294,0.411764706
Sunday,10/6/24,31468.98,None,86,61,ST,12,10,2,0.833333333,0.166666667
Sunday,10/6/24,31468.98,None,86,61,FW/WT,8,3,5,0.375,0.625
Sunday,10/6/24,31468.98,None,86,61,Lemon,2,2,0,1,0
Sunday,10/6/24,31468.98,None,86,61,Extras,75,59,16,0.786666667,0.213333333
Monday,10/7/24,17271.19,None,83,60,BBC,3,2,1,0.666666667,0.333333333
Monday,10/7/24,17271.19,None,83,60,WC,18,21,-3,1.166666667,-0.166666667
Monday,10/7/24,17271.19,None,83,60,MT,15,5,10,0.333333333,0.666666667
Monday,10/7/24,17271.19,None,83,60,ST,6,4,2,0.666666667,0.333333333
Monday,10/7/24,17271.19,None,83,60,FW/WT,6,4,2,0.666666667,0.333333333
Monday,10/7/24,17271.19,None,83,60,Lemon,2,2,0,1,0
Monday,10/7/24,17271.19,None,83,60,Extras,32,28,4,0.875,0.125
Tuesday,10/8/24,14086.59,None,82,57,BBC,2,1.5,0.5,0.75,0.25
Tuesday,10/8/24,14086.59,None,82,57,WC,19,14,5,0.736842105,0.263157895
Tuesday,10/8/24,14086.59,None,82,57,MT,14,7,7,0.5,0.5
Tuesday,10/8/24,14086.59,None,82,57,ST,4,4,0,1,0
Tuesday,10/8/24,14086.59,None,82,57,FW/WT,4,2,2,0.5,0.5
Tuesday,10/8/24,14086.59,None,82,57,Lemon,2,1,1,0.5,0.5
Tuesday,10/8/24,14086.59,None,82,57,Extras,32,28,4,0.875,0.125
Wednesday,10/9/24,13820.16,None,82,58,BBC,3,2,1,0.666666667,0.333333333
Wednesday,10/9/24,13820.16,None,82,58,WC,21,8,13,0.380952381,0.619047619
Wednesday,10/9/24,13820.16,None,82,58,MT,15,7,8,0.466666667,0.533333333
Wednesday,10/9/24,13820.16,None,82,58,ST,8,4,4,0.5,0.5
Wednesday,10/9/24,13820.16,None,82,58,FW/WT,4,2,2,0.5,0.5
Wednesday,10/9/24,13820.16,None,82,58,Lemon,2,2,0,1,0
Wednesday,10/9/24,13820.16,None,82,58,Extras,30,27,3,0.9,0.1
Thursday,10/10/24,16008.93,None,79,59,BBC,2,1,1,0.5,0.5
Thursday,10/10/24,16008.93,None,79,59,WC,25,22,3,0.88,0.12
Thursday,10/10/24,16008.93,None,79,59,MT,19,10,9,0.526315789,0.473684211
Thursday,10/10/24,16008.93,None,79,59,ST,8,8,0,1,0
Thursday,10/10/24,16008.93,None,79,59,FW/WT,4,3.5,0.5,0.875,0.125
Thursday,10/10/24,16008.93,None,79,59,Lemon,2,2,0,1,0
Thursday,10/10/24,16008.93,None,79,59,Extras,31,27,4,0.870967742,0.129032258
Friday,10/11/24,25649.4,None,83,57,BBC,5,3,2,0.6,0.4
Friday,10/11/24,25649.4,None,83,57,WC,27,19,8,0.703703704,0.296296296
Friday,10/11/24,25649.4,None,83,57,MT,17,2,15,0.117647059,0.882352941
Friday,10/11/24,25649.4,None,83,57,ST,12,6,6,0.5,0.5
Friday,10/11/24,25649.4,None,83,57,FW/WT,8,5,3,0.625,0.375
Friday,10/11/24,25649.4,None,83,57,Lemon,2,2,0,1,0
Friday,10/11/24,25649.4,None,83,57,Extras,56,47,9,0.839285714,0.160714286
Saturday,10/12/24,31193.08,None,79,57,BBC,4,3,1,0.75,0.25
Saturday,10/12/24,31193.08,None,79,57,WC,30,29,1,0.966666667,0.033333333
Saturday,10/12/24,31193.08,None,79,57,MT,13,9,4,0.692307692,0.307692308
Saturday,10/12/24,31193.08,None,79,57,ST,12,11,1,0.916666667,0.083333333
Saturday,10/12/24,31193.08,None,79,57,FW/WT,6,5,1,0.833333333,0.166666667
Saturday,10/12/24,31193.08,None,79,57,Lemon,2,2,0,1,0
Saturday,10/12/24,31193.08,None,79,57,Extras,65,57,8,0.876923077,0.123076923
Sunday,10/13/24,29209.96,None,76,58,BBC,4,3,1,0.75,0.25
Sunday,10/13/24,29209.96,None,76,58,WC,32,22,10,0.6875,0.3125
Sunday,10/13/24,29209.96,None,76,58,MT,20,11,9,0.55,0.45
Sunday,10/13/24,29209.96,None,76,58,ST,13,8,5,0.615384615,0.384615385
Sunday,10/13/24,29209.96,None,76,58,FW/WT,12,8,4,0.666666667,0.333333333
Sunday,10/13/24,29209.96,None,76,58,Lemon,2,2,0,1,0
Sunday,10/13/24,29209.96,None,76,58,Extras,70,48,22,0.685714286,0.314285714
Monday,10/14/24,17116.98,None,73,60,BBC,2,2,0,1,0
Monday,10/14/24,17116.98,None,73,60,WC,20,16,4,0.8,0.2
Monday,10/14/24,17116.98,None,73,60,MT,15,13,2,0.866666667,0.133333333
Monday,10/14/24,17116.98,None,73,60,ST,5,5,0,1,0
Monday,10/14/24,17116.98,None,73,60,FW/WT,4,4,0,1,0
Monday,10/14/24,17116.98,None,73,60,Lemon,2,1.5,0.5,0.75,0.25
Monday,10/14/24,17116.98,None,73,60,Extras,35,32,3,0.914285714,0.085714286
Tuesday,10/15/24,12491.86,None,73,60,BBC,2,2,0,1,0
Tuesday,10/15/24,12491.86,None,73,60,WC,20,12,8,0.6,0.4
Tuesday,10/15/24,12491.86,None,73,60,MT,19,2,17,0.105263158,0.894736842
Tuesday,10/15/24,12491.86,None,73,60,ST,6,4,2,0.666666667,0.333333333
Tuesday,10/15/24,12491.86,None,73,60,FW/WT,2,2,0,1,0
Tuesday,10/15/24,12491.86,None,73,60,Lemon,2,1.5,0.5,0.75,0.25
Tuesday,10/15/24,12491.86,None,73,60,Extras,32,26,6,0.8125,0.1875
Wednesday,10/16/24,12651.93,None,75,59,BBC,4,1,3,0.25,0.75
Wednesday,10/16/24,12651.93,None,75,59,WC,16,10,6,0.625,0.375
Wednesday,10/16/24,12651.93,None,75,59,MT,20,8,12,0.4,0.6
Wednesday,10/16/24,12651.93,None,75,59,ST,6,4,2,0.666666667,0.333333333
Wednesday,10/16/24,12651.93,None,75,59,FW/WT,4,3,1,0.75,0.25
Wednesday,10/16/24,12651.93,None,75,59,Lemon,1,1,0,1,0
Wednesday,10/16/24,12651.93,None,75,59,Extras,30,23,7,0.766666667,0.233333333
Thursday,10/17/24,14228.88,None,73,60,BBC,3,2,1,0.666666667,0.333333333
Thursday,10/17/24,14228.88,None,73,60,WC,14,12,2,0.857142857,0.142857143
Thursday,10/17/24,14228.88,None,73,60,MT,16,4,12,0.25,0.75
Thursday,10/17/24,14228.88,None,73,60,ST,6,3,3,0.5,0.5
Thursday,10/17/24,14228.88,None,73,60,FW/WT,4,3,1,0.75,0.25
Thursday,10/17/24,14228.88,None,73,60,Lemon,1,1,0,1,0
Thursday,10/17/24,14228.88,None,73,60,Extras,29,25,4,0.862068966,0.137931034
Friday,10/18/24,22720.08,None,75,57,BBC,4,3,1,0.75,0.25
Friday,10/18/24,22720.08,None,75,57,WC,24,16,8,0.666666667,0.333333333
Friday,10/18/24,22720.08,None,75,57,MT,20,10,10,0.5,0.5
Friday,10/18/24,22720.08,None,75,57,ST,9,7,2,0.777777778,0.222222222
Friday,10/18/24,22720.08,None,75,57,FW/WT,6,4,2,0.666666667,0.333333333
Friday,10/18/24,22720.08,None,75,57,Lemon,2,1.5,0.5,0.75,0.25
Friday,10/18/24,22720.08,None,75,57,Extras,49,44,5,0.897959184,0.102040816
Saturday,10/19/24,27642.56,None,79,54,BBC,5,5,0,1,0
Saturday,10/19/24,27642.56,None,79,54,WC,31,22,9,0.709677419,0.290322581
Saturday,10/19/24,27642.56,None,79,54,MT,21,9,12,0.428571429,0.571428571
Saturday,10/19/24,27642.56,None,79,54,ST,12,9,3,0.75,0.25
Saturday,10/19/24,27642.56,None,79,54,FW/WT,6,6,0,1,0
Saturday,10/19/24,27642.56,None,79,54,Lemon,2,2,0,1,0
Saturday,10/19/24,27642.56,None,79,54,Extras,60,51,9,0.85,0.15
Sunday,10/20/24,29099.85,None,83,54,BBC,6,4,2,0.666666667,0.333333333
Sunday,10/20/24,29099.85,None,83,54,WC,25,25,0,1,0
Sunday,10/20/24,29099.85,None,83,54,MT,19,6,13,0.315789474,0.684210526
Sunday,10/20/24,29099.85,None,83,54,ST,12,12,0,1,0
Sunday,10/20/24,29099.85,None,83,54,FW/WT,6,6,0,1,0
Sunday,10/20/24,29099.85,None,83,54,Lemon,2,2,0,1,0
Sunday,10/20/24,29099.85,None,83,54,Extras,61,55,6,0.901639344,0.098360656
Monday,10/21/24,15525.16,None,83,56,BBC,2,2,0,1,0
Monday,10/21/24,15525.16,None,83,56,WC,20,14,6,0.7,0.3
Monday,10/21/24,15525.16,None,83,56,MT,11,5,6,0.454545455,0.545454545
Monday,10/21/24,15525.16,None,83,56,ST,6,5,1,0.833333333,0.166666667
Monday,10/21/24,15525.16,None,83,56,FW/WT,6,3,3,0.5,0.5
Monday,10/21/24,15525.16,None,83,56,Lemon,2,2,0,1,0
Monday,10/21/24,15525.16,None,83,56,Extras,37,25,12,0.675675676,0.324324324
Tuesday,10/22/24,13857.85,None,84,55,BBC,2,2,0,1,0
Tuesday,10/22/24,13857.85,None,84,55,WC,21,12,9,0.571428571,0.428571429
Tuesday,10/22/24,13857.85,None,84,55,MT,17,5,12,0.294117647,0.705882353
Tuesday,10/22/24,13857.85,None,84,55,ST,6,4,2,0.666666667,0.333333333
Tuesday,10/22/24,13857.85,None,84,55,FW/WT,2,2,0,1,0
Tuesday,10/22/24,13857.85,None,84,55,Lemon,2,1,1,0.5,0.5
Tuesday,10/22/24,13857.85,None,84,55,Extras,30,24,6,0.8,0.2
Wednesday,10/23/24,14506.83,None,83,56,BBC,4,3,1,0.75,0.25
Wednesday,10/23/24,14506.83,None,83,56,WC,15,12,3,0.8,0.2
Wednesday,10/23/24,14506.83,None,83,56,MT,15,4,11,0.266666667,0.733333333
Wednesday,10/23/24,14506.83,None,83,56,ST,5,3,2,0.6,0.4
Wednesday,10/23/24,14506.83,None,83,56,FW/WT,4,3,1,0.75,0.25
Wednesday,10/23/24,14506.83,None,83,56,Lemon,1,1,0,1,0
Wednesday,10/23/24,14506.83,None,83,56,Extras,30,28,2,0.933333333,0.066666667
Thursday,10/24/24,15331.82,None,80,54,BBC,3,2,1,0.666666667,0.333333333
Thursday,10/24/24,15331.82,None,80,54,WC,16,12,4,0.75,0.25
Thursday,10/24/24,15331.82,None,80,54,MT,15,9,6,0.6,0.4
Thursday,10/24/24,15331.82,None,80,54,ST,6,6,0,1,0
Thursday,10/24/24,15331.82,None,80,54,FW/WT,4,2,2,0.5,0.5
Thursday,10/24/24,15331.82,None,80,54,Lemon,1,1,0,1,0
Thursday,10/24/24,15331.82,None,80,54,Extras,33,30,3,0.909090909,0.090909091
Friday,10/25/24,18920.92,None,77,55,BBC,5,2,3,0.4,0.6
Friday,10/25/24,18920.92,None,77,55,WC,27,18,9,0.666666667,0.333333333
Friday,10/25/24,18920.92,None,77,55,MT,22,11,11,0.5,0.5
Friday,10/25/24,18920.92,None,77,55,ST,12,6,6,0.5,0.5
Friday,10/25/24,18920.92,None,77,55,FW/WT,6,4,2,0.666666667,0.333333333
Friday,10/25/24,18920.92,None,77,55,Lemon,2,2,0,1,0
Friday,10/25/24,18920.92,None,77,55,Extras,50,42,8,0.84,0.16
Saturday,10/26/24,28314.58,None,80,53,BBC,6,4,2,0.666666667,0.333333333
Saturday,10/26/24,28314.58,None,80,53,WC,29,26,3,0.896551724,0.103448276
Saturday,10/26/24,28314.58,None,80,53,MT,19,12,7,0.631578947,0.368421053
Saturday,10/26/24,28314.58,None,80,53,ST,10,8,2,0.8,0.2
Saturday,10/26/24,28314.58,None,80,53,FW/WT,6,6,0,1,0
Saturday,10/26/24,28314.58,None,80,53,Lemon,2,2,0,1,0
Saturday,10/26/24,28314.58,None,80,53,Extras,60,51,9,0.85,0.15
Sunday,10/27/24,28782.32,None,79,57,BBC,6,4,2,0.666666667,0.333333333
Sunday,10/27/24,28782.32,None,79,57,WC,31,23,8,0.741935484,0.258064516
Sunday,10/27/24,28782.32,None,79,57,MT,16,9,7,0.5625,0.4375
Sunday,10/27/24,28782.32,None,79,57,ST,13,8,5,0.615384615,0.384615385
Sunday,10/27/24,28782.32,None,79,57,FW/WT,8,5,3,0.625,0.375
Sunday,10/27/24,28782.32,None,79,57,Lemon,2,2,0,1,0
Sunday,10/27/24,28782.32,None,79,57,Extras,62,52,10,0.838709677,0.161290323
Monday,10/28/24,12166.52,None,71,72,BBC,3,2,1,0.666666667,0.333333333
Monday,10/28/24,12166.52,None,71,72,WC,18,12,6,0.666666667,0.333333333
Monday,10/28/24,12166.52,None,71,72,MT,15,4,11,0.266666667,0.733333333
Monday,10/28/24,12166.52,None,71,72,ST,7,3,4,0.428571429,0.571428571
Monday,10/28/24,12166.52,None,71,72,FW/WT,4,3,1,0.75,0.25
Monday,10/28/24,12166.52,None,71,72,Lemon,2,2,0,1,0
Monday,10/28/24,12166.52,None,71,72,Extras,32,27,5,0.84375,0.15625
Tuesday,10/29/24,11434.18,None,74,49,BBC,3,1,2,0.333333333,0.666666667
Tuesday,10/29/24,11434.18,None,74,49,WC,18,12,6,0.666666667,0.333333333
Tuesday,10/29/24,11434.18,None,74,49,MT,19,17,2,0.894736842,0.105263158
Tuesday,10/29/24,11434.18,None,74,49,ST,8,4,4,0.5,0.5
Tuesday,10/29/24,11434.18,None,74,49,FW/WT,4,2,2,0.5,0.5
Tuesday,10/29/24,11434.18,None,74,49,Lemon,2,1.5,0.5,0.75,0.25
Tuesday,10/29/24,11434.18,None,74,49,Extras,31,27,4,0.870967742,0.129032258
Wednesday,10/30/24,11732.47,None,74,49,BBC,4,1,3,0.25,0.75
Wednesday,10/30/24,11732.47,None,74,49,WC,14,9,5,0.642857143,0.357142857
Wednesday,10/30/24,11732.47,None,74,49,MT,20,6,14,0.3,0.7
Wednesday,10/30/24,11732.47,None,74,49,ST,6,5,1,0.833333333,0.166666667
Wednesday,10/30/24,11732.47,None,74,49,FW/WT,4,2,2,0.5,0.5
Wednesday,10/30/24,11732.47,None,74,49,Lemon,2,1.5,0.5,0.75,0.25
Wednesday,10/30/24,11732.47,None,74,49,Extras,31,23,8,0.741935484,0.258064516
Thursday,10/31/24,13131.97,Halloween,72,48,BBC,3,3,0,1,0
Thursday,10/31/24,13131.97,Halloween,72,48,WC,15,13,2,0.866666667,0.133333333
Thursday,10/31/24,13131.97,Halloween,72,48,MT,18,6,12,0.333333333,0.666666667
Thursday,10/31/24,13131.97,Halloween,72,48,ST,5,5,0,1,0
Thursday,10/31/24,13131.97,Halloween,72,48,FW/WT,4,4,0,1,0
Thursday,10/31/24,13131.97,Halloween,72,48,Lemon,2,2,0,1,0
Thursday,10/31/24,13131.97,Halloween,72,48,Extras,33,31,2,0.939393939,0.060606061
Friday,11/1/24,22940.15,None,72,48,BBC,5,4,1,0.8,0.2
Friday,11/1/24,22940.15,None,72,48,WC,24,19,5,0.791666667,0.208333333
Friday,11/1/24,22940.15,None,72,48,MT,25,10,15,0.4,0.6
Friday,11/1/24,22940.15,None,72,48,ST,12,7,5,0.583333333,0.416666667
Friday,11/1/24,22940.15,None,72,48,FW/WT,4,4,0,1,0
Friday,11/1/24,22940.15,None,72,48,Lemon,2,2,0,1,0
Friday,11/1/24,22940.15,None,72,48,Extras,51,48,3,0.941176471,0.058823529
Saturday,11/2/24,23975.77,None,68,52,BBC,5,3,2,0.6,0.4
Saturday,11/2/24,23975.77,None,68,52,WC,28,19,9,0.678571429,0.321428571
Saturday,11/2/24,23975.77,None,68,52,MT,19,10,9,0.526315789,0.473684211
Saturday,11/2/24,23975.77,None,68,52,ST,9,7,2,0.777777778,0.222222222
Saturday,11/2/24,23975.77,None,68,52,FW/WT,6,6,0,1,0
Saturday,11/2/24,23975.77,None,68,52,Lemon,2,2,0,1,0
Saturday,11/2/24,23975.77,None,68,52,Extras,60,50,10,0.833333333,0.166666667
Sunday,11/3/24,26716.9,None,73,54,BBC,5,4,1,0.8,0.2
Sunday,11/3/24,26716.9,None,73,54,WC,25,23,2,0.92,0.08
Sunday,11/3/24,26716.9,None,73,54,MT,17,11,6,0.647058824,0.352941176
Sunday,11/3/24,26716.9,None,73,54,ST,10,6,4,0.6,0.4
Sunday,11/3/24,26716.9,None,73,54,FW/WT,6,4,2,0.666666667,0.333333333
Sunday,11/3/24,26716.9,None,73,54,Lemon,2,2,0,1,0
Sunday,11/3/24,26716.9,None,73,54,Extras,60,51,9,0.85,0.15
Monday,11/4/24,13824.74,None,77,52,BBC,3,1.5,1.5,0.5,0.5
Monday,11/4/24,13824.74,None,77,52,WC,14,8,6,0.571428571,0.428571429
Monday,11/4/24,13824.74,None,77,52,MT,14,4,10,0.285714286,0.714285714
Monday,11/4/24,13824.74,None,77,52,ST,4,4,0,1,0
Monday,11/4/24,13824.74,None,77,52,FW/WT,4,2,2,0.5,0.5
Monday,11/4/24,13824.74,None,77,52,Lemon,2,1,1,0.5,0.5
Monday,11/4/24,13824.74,None,77,52,Extras,32,21,11,0.65625,0.34375
Tuesday,11/5/24,12344.46,None,74,47,BBC,4,2,2,0.5,0.5
Tuesday,11/5/24,12344.46,None,74,47,WC,12,11,1,0.916666667,0.083333333
Tuesday,11/5/24,12344.46,None,74,47,MT,14,5,9,0.357142857,0.642857143
Tuesday,11/5/24,12344.46,None,74,47,ST,5,4,1,0.8,0.2
Tuesday,11/5/24,12344.46,None,74,47,FW/WT,4,2,2,0.5,0.5
Tuesday,11/5/24,12344.46,None,74,47,Lemon,2,1,1,0.5,0.5
Tuesday,11/5/24,12344.46,None,74,47,Extras,35,26,9,0.742857143,0.257142857
Wednesday,11/6/24,11010.43,None,75,52,BBC,4,2,2,0.5,0.5
Wednesday,11/6/24,11010.43,None,75,52,WC,13,8,5,0.615384615,0.384615385
Wednesday,11/6/24,11010.43,None,75,52,MT,17,5,12,0.294117647,0.705882353
Wednesday,11/6/24,11010.43,None,75,52,ST,5,3,2,0.6,0.4
Wednesday,11/6/24,11010.43,None,75,52,FW/WT,2,2,0,1,0
Wednesday,11/6/24,11010.43,None,75,52,Lemon,1,1,0,1,0
Wednesday,11/6/24,11010.43,None,75,52,Extras,27,22,5,0.814814815,0.185185185
Thursday,11/7/24,14435.76,None,75,52,BBC,2,2,0,1,0
Thursday,11/7/24,14435.76,None,75,52,WC,13,13,0,1,0
Thursday,11/7/24,14435.76,None,75,52,MT,16,8,8,0.5,0.5
Thursday,11/7/24,14435.76,None,75,52,ST,6,5,1,0.833333333,0.166666667
Thursday,11/7/24,14435.76,None,75,52,FW/WT,2,2,0,1,0
Thursday,11/7/24,14435.76,None,75,52,Lemon,1,1,0,1,0
Thursday,11/7/24,14435.76,None,75,52,Extras,29,27,2,0.931034483,0.068965517
Friday,11/8/24,22025.12,None,74,46,BBC,4,3,1,0.75,0.25
Friday,11/8/24,22025.12,None,74,46,WC,24,17,7,0.708333333,0.291666667
Friday,11/8/24,22025.12,None,74,46,MT,20,7,13,0.35,0.65
Friday,11/8/24,22025.12,None,74,46,ST,9,6,3,0.666666667,0.333333333
Friday,11/8/24,22025.12,None,74,46,FW/WT,4,3,1,0.75,0.25
Friday,11/8/24,22025.12,None,74,46,Lemon,4,1.75,2.25,0.4375,0.5625
Friday,11/8/24,22025.12,None,74,46,Extras,55,43,12,0.781818182,0.218181818
Saturday,11/9/24,30033.2,None,75,47,BBC,5,3.75,1.25,0.75,0.25
Saturday,11/9/24,30033.2,None,75,47,WC,23,22.5,0.5,0.97826087,0.02173913
Saturday,11/9/24,30033.2,None,75,47,MT,21,11,10,0.523809524,0.476190476
Saturday,11/9/24,30033.2,None,75,47,ST,11,11,0,1,0
Saturday,11/9/24,30033.2,None,75,47,FW/WT,4,4,0,1,0
Saturday,11/9/24,30033.2,None,75,47,Lemon,2,1.5,0.5,0.75,0.25
Saturday,11/9/24,30033.2,None,75,47,Extras,55,44,11,0.8,0.2
Sunday,11/10/24,26551.95,None,76,47,BBC,5,3.5,1.5,0.7,0.3
Sunday,11/10/24,26551.95,None,76,47,WC,28,25,3,0.892857143,0.107142857
Sunday,11/10/24,26551.95,None,76,47,MT,17,10,7,0.588235294,0.411764706
Sunday,11/10/24,26551.95,None,76,47,ST,10,5,5,0.5,0.5
Sunday,11/10/24,26551.95,None,76,47,FW/WT,6,5,1,0.833333333,0.166666667
Sunday,11/10/24,26551.95,None,76,47,Lemon,2,2,0,1,0
Sunday,11/10/24,26551.95,None,76,47,Extras,56,46,10,0.821428571,0.178571429
Monday,11/11/24,20679.12,None,70,46,BBC,4,4,0,1,0
Monday,11/11/24,20679.12,None,70,46,WC,23,16.5,6.5,0.717391304,0.282608696
Monday,11/11/24,20679.12,None,70,46,MT,11,9,2,0.818181818,0.181818182
Monday,11/11/24,20679.12,None,70,46,ST,9,6,3,0.666666667,0.333333333
Monday,11/11/24,20679.12,None,70,46,FW/WT,6,4,2,0.666666667,0.333333333
